old_tapPos,new_tapPos,sTime,eTime,stayTime,ElePower,ampereA1,ampereB1,ampereC1,ampereA2,ampereB2,ampereC2,voltageA1,voltageB1,voltageC1,voltageA2,voltageB2,voltageC2,pfA,pfB,pfC,epiA,epiB,epiC,trTemp
10,9,2018-11-13 07:51:37,2018-11-13 08:52:36,3659,9504.0,524.0,531.0,529.0,78106.0,79050.0,78765.0,22528.0,22529.0,22610.0,57.0,52.0,53.0,988.0,989.0,988.0,664.0,823.0,658.0,78.5
9,7,2018-11-13 08:52:37,2018-11-13 09:02:38,601,9675.0,500.0,476.0,472.0,71986.0,68607.0,67955.0,22733.0,22741.0,22773.0,58.0,49.0,57.0,988.0,976.0,957.0,664.0,824.0,594.0,78.5
7,8,2018-11-13 09:02:39,2018-11-13 11:07:18,7479,5448.0,426.0,444.0,477.0,57658.0,60085.0,64578.0,22271.0,22292.0,22470.0,43.0,45.0,45.0,993.0,999.0,976.0,567.0,664.0,485.0,76.9
8,7,2018-11-13 11:07:19,2018-11-13 11:22:19,900,6798.0,465.0,492.0,504.0,64885.0,68696.0,70446.0,22230.0,22313.0,22428.0,47.0,48.0,46.0,999.0,998.0,992.0,593.0,613.0,565.0,76.0
7,8,2018-11-13 11:22:20,2018-11-13 12:07:09,2689,6346.0,435.0,465.0,479.0,58792.0,62893.0,64803.0,22485.0,22573.0,22691.0,45.0,46.0,45.0,999.0,999.0,987.0,593.0,583.0,565.0,76.4
8,10,2018-11-13 12:07:10,2018-11-13 12:17:11,601,8545.0,419.0,460.0,494.5,58559.5,64290.0,69131.0,22464.0,22517.0,22706.0,47.0,57.0,48.0,963.0,971.0,993.5,625.0,594.0,604.5,76.4
10,9,2018-11-13 12:17:12,2018-11-13 13:27:13,4201,10858.0,510.0,520.0,525.0,75949.0,77395.0,78269.0,22701.0,22683.0,22824.0,58.0,55.0,56.0,975.0,958.0,970.0,657.0,594.0,687.0,76.9
9,8,2018-11-13 13:27:14,2018-11-13 13:38:07,653,9888.0,483.0,502.0,497.0,69509.0,72269.0,71621.0,22709.0,22747.0,22879.0,56.0,51.0,54.0,976.0,968.0,977.0,734.0,635.0,799.0,76.9
8,7,2018-11-13 13:38:08,2018-11-13 13:48:09,601,9940.0,416.5,464.0,431.0,58164.0,64822.0,60256.0,22776.0,22881.0,22992.5,61.0,53.0,51.0,933.0,965.0,937.0,730.0,645.0,804.0,76.9
7,8,2018-11-13 13:48:10,2018-11-13 14:00:56,766,8962.0,420.0,406.0,439.0,56821.5,54949.0,59424.0,23090.0,23046.0,23290.0,49.0,52.0,54.0,979.0,918.0,985.0,734.0,655.0,812.0,74.3
8,7,2018-11-13 14:00:57,2018-11-13 14:10:58,601,9318.0,454.0,467.0,467.0,63333.5,65121.0,65249.0,23022.0,22955.0,23220.0,53.0,52.0,53.0,978.0,964.0,981.0,772.0,671.0,826.0,74.3
7,5,2018-11-13 14:10:59,2018-11-13 14:21:00,601,9310.0,360.5,420.0,399.0,48663.0,56843.0,54114.0,22896.0,23123.0,23197.0,61.0,58.0,47.0,892.0,967.0,950.0,708.0,808.0,861.0,72.8
5,8,2018-11-13 14:21:01,2018-11-13 14:31:02,601,7642.0,341.0,341.0,371.0,43400.0,43512.0,47315.0,23103.0,23093.0,23255.0,45.0,52.0,49.0,960.0,929.0,988.0,769.0,862.0,900.0,71.2
8,9,2018-11-13 14:31:03,2018-11-13 14:41:04,601,8777.0,457.0,438.0,463.0,63775.0,61178.0,64578.5,22791.0,22761.0,22889.0,51.0,51.0,55.0,991.0,961.0,986.0,767.0,862.0,889.5,70.7
9,10,2018-11-13 14:41:05,2018-11-13 14:52:12,667,9401.0,506.0,490.0,479.0,72845.0,70628.0,69031.0,22777.0,22729.0,22811.0,57.0,48.0,55.0,992.0,987.0,967.0,704.0,806.5,796.0,74.3
10,9,2018-11-13 14:52:13,2018-11-13 15:02:14,601,10618.0,533.0,524.0,487.0,79509.0,77985.0,72609.0,22852.0,22847.0,22872.0,64.0,49.0,58.0,984.0,987.0,934.0,701.0,803.0,766.0,74.8
9,10,2018-11-13 15:02:15,2018-11-13 15:12:16,601,11230.0,487.0,441.0,401.0,70224.0,63737.0,57709.0,23441.0,23470.0,23389.0,68.0,49.0,70.0,977.0,921.0,850.0,707.0,910.0,739.0,74.8
10,11,2018-11-13 15:12:17,2018-11-13 15:22:18,601,11075.0,472.0,511.0,463.0,70197.0,76125.0,68937.0,23137.0,23314.0,23296.0,70.0,59.0,56.0,933.0,979.0,942.0,668.0,1089.0,1021.0,75.4
11,10,2018-11-13 15:22:19,2018-11-13 15:32:20,601,11290.0,536.5,536.0,514.0,82635.5,82587.0,79190.0,23012.0,23096.0,23097.0,65.0,59.0,61.0,966.0,973.0,964.0,672.0,1098.0,1022.0,75.9
10,9,2018-11-13 15:32:21,2018-11-13 15:42:22,601,10259.0,516.0,500.0,493.0,76819.0,74453.0,73502.0,22949.0,22950.0,22995.0,59.0,55.0,60.0,980.0,972.0,974.0,645.0,1070.0,962.0,75.9
9,10,2018-11-13 15:42:23,2018-11-13 15:52:24,601,9556.5,481.0,474.0,461.0,69328.0,68248.5,66406.0,23014.0,23029.0,23050.5,58.0,53.0,56.0,980.0,976.0,973.0,655.0,1066.0,933.0,76.4
10,9,2018-11-13 15:52:25,2018-11-13 16:17:05,1480,10201.5,526.0,509.0,505.0,78294.0,75737.0,75169.0,22996.0,23013.5,23061.0,59.0,54.0,59.0,986.0,976.0,976.0,677.0,1020.0,862.0,76.4
9,8,2018-11-13 16:17:06,2018-11-13 16:52:24,2118,9455.0,491.0,459.0,493.0,70797.0,66115.0,71068.0,23129.0,23022.0,23178.0,54.0,56.0,58.0,992.0,955.0,987.0,678.0,999.0,760.0,76.9
8,1,2018-11-13 16:52:25,2018-11-13 17:02:26,601,9789.0,411.0,427.5,442.0,57411.0,59646.0,62026.0,23215.0,23184.0,23347.5,56.0,59.0,54.0,933.0,946.0,972.0,707.0,964.0,747.0,76.4
1,5,2018-11-13 17:02:27,2018-11-13 17:12:28,601,3674.0,255.0,262.5,284.0,29176.0,30031.0,32462.5,23029.0,23022.5,23176.0,34.5,37.0,37.0,993.0,996.0,982.5,647.5,842.5,672.5,70.1
5,4,2018-11-13 17:12:29,2018-11-13 17:22:30,601,5021.0,368.0,382.0,417.0,46835.0,48700.0,53087.0,22915.0,22914.0,23114.0,41.0,44.0,44.0,993.0,998.0,974.0,629.0,764.0,596.0,69.0
4,3,2018-11-13 17:22:31,2018-11-13 17:32:32,601,5303.0,337.0,368.0,372.0,41762.0,45527.0,46132.0,22954.0,22999.0,23127.0,42.0,43.0,40.0,996.0,999.0,989.0,681.0,730.0,604.0,69.1
3,4,2018-11-13 17:32:33,2018-11-13 17:42:34,601,4775.0,311.0,336.0,345.0,37441.0,40551.0,41621.0,23015.0,23058.0,23174.0,39.0,41.0,39.0,996.0,998.0,986.0,661.0,690.0,605.0,67.9
4,5,2018-11-13 17:42:35,2018-11-13 18:03:41,1266,5090.0,343.0,363.0,378.0,42454.0,44980.0,46814.0,22938.0,22958.0,23107.0,41.0,42.0,41.0,998.0,998.0,986.0,714.0,698.0,650.0,67.4
5,4,2018-11-13 18:03:42,2018-11-13 18:13:43,601,5317.0,366.0,387.0,412.0,46672.0,49354.0,52532.0,22845.0,22857.0,23028.0,41.0,44.0,44.0,998.0,996.0,981.0,700.0,700.0,650.0,67.4
4,3,2018-11-13 18:13:44,2018-11-13 18:34:24,1240,5142.0,340.0,372.0,389.0,42085.0,46067.0,48173.0,22902.0,22943.0,23096.0,40.0,43.0,41.0,999.0,998.0,983.0,700.0,687.0,650.0,67.9
3,2,2018-11-13 18:34:25,2018-11-13 18:46:11,706,5020.0,308.0,340.0,346.0,37138.0,41052.0,41711.0,22976.0,23045.0,23168.0,41.0,42.0,39.0,994.0,998.0,990.0,707.0,679.0,659.0,67.4
2,1,2018-11-13 18:46:12,2018-11-13 18:56:13,601,4654.0,279.5,325.5,309.0,32796.0,38309.0,36294.0,22991.5,23080.5,23178.5,42.0,38.0,36.0,988.0,999.0,997.0,706.0,674.0,696.0,66.8
1,2,2018-11-13 18:56:14,2018-11-13 19:06:25,611,4480.0,251.0,280.0,287.0,28711.5,32004.5,32836.0,23160.0,23239.0,23353.0,37.0,40.0,36.0,984.0,993.0,992.0,705.0,671.0,702.0,63.7
2,3,2018-11-13 19:06:26,2018-11-13 19:43:52,2246,5436.0,276.0,284.0,304.0,32406.0,33274.0,35682.0,23127.0,23142.0,23283.0,39.0,42.0,41.0,984.0,966.0,998.0,728.0,678.0,743.0,62.6
3,4,2018-11-13 19:43:53,2018-11-13 20:16:16,1943,6369.0,279.0,299.0,311.0,33586.0,36084.0,37531.0,23045.0,23053.0,23203.0,43.0,49.0,43.0,942.0,951.0,989.0,761.0,675.0,767.0,61.6
4,5,2018-11-13 20:16:17,2018-11-13 20:26:32,615,6344.0,337.0,339.0,336.0,41761.5,41983.5,41621.5,22745.0,22765.5,22849.0,46.0,40.0,44.0,992.0,984.0,980.0,761.0,702.0,780.0,61.0
5,4,2018-11-13 20:26:33,2018-11-13 20:36:34,601,7194.0,352.0,346.0,367.0,44818.0,44141.0,46820.0,22602.0,22632.0,22776.0,45.0,46.0,48.0,982.0,947.0,984.0,761.0,726.0,780.0,61.6
4,5,2018-11-13 20:36:35,2018-11-13 20:46:36,601,7034.0,302.0,283.0,328.0,37332.0,35111.0,40468.0,22592.0,22509.0,22695.0,42.0,51.0,50.0,952.0,883.0,974.0,799.0,736.0,799.0,61.6
5,6,2018-11-13 20:46:37,2018-11-13 20:56:38,601,7303.0,336.0,357.0,357.0,42839.0,45505.0,45469.0,22495.0,22558.0,22683.0,48.0,47.0,45.0,957.0,963.0,977.0,808.0,736.0,799.0,61.6
6,5,2018-11-13 20:56:39,2018-11-13 21:06:40,601,7908.0,375.0,377.0,376.0,49232.0,49530.0,49402.0,22406.5,22419.0,22505.0,51.0,46.0,49.0,969.0,958.0,958.0,809.0,736.0,799.0,62.6
5,6,2018-11-13 21:06:41,2018-11-13 21:16:42,601,7209.0,358.0,354.0,329.0,45680.0,45068.0,42038.0,22496.0,22507.0,22512.0,52.0,40.0,48.0,983.0,980.0,927.0,810.0,747.0,807.0,62.6
6,9,2018-11-13 21:16:43,2018-11-13 21:26:44,601,7668.5,377.0,400.0,359.0,49545.0,52533.5,47136.0,22405.0,22475.0,22499.5,56.0,43.0,46.0,970.0,994.0,940.0,804.0,758.0,815.0,62.6
9,7,2018-11-13 21:26:45,2018-11-13 21:36:46,601,10089.0,494.0,421.0,422.0,71028.0,60616.5,60827.0,22629.0,22548.0,22493.5,57.0,46.0,71.0,997.0,890.5,908.5,896.5,920.0,833.0,65.7
7,9,2018-11-13 21:36:47,2018-11-13 21:46:48,601,8546.0,411.0,384.0,390.0,55577.0,51962.5,52740.0,22492.0,22480.5,22513.0,53.0,46.0,57.0,984.0,938.5,944.5,931.0,953.0,893.0,65.1
9,8,2018-11-13 21:46:49,2018-11-13 22:39:57,3188,10043.0,425.0,444.0,457.0,61152.0,63973.0,65787.0,22363.0,22396.0,22554.0,57.0,62.0,54.0,925.0,936.0,972.0,948.0,953.0,925.0,69.3
8,9,2018-11-13 22:39:58,2018-11-13 23:01:56,1318,5271.5,485.0,489.0,495.0,67690.0,68300.5,69139.0,22038.5,22078.0,22192.0,46.0,41.0,46.0,978.0,988.0,989.0,583.0,554.0,582.0,71.4
9,11,2018-11-13 23:01:57,2018-11-13 23:11:58,601,8024.0,490.0,495.0,526.5,70554.0,71224.5,75861.0,21812.0,21816.0,22019.0,46.5,47.0,50.0,995.0,986.0,992.0,583.0,582.0,684.0,73.0
11,10,2018-11-13 23:11:59,2018-11-13 23:22:00,601,11340.0,521.0,506.0,514.5,80267.0,78000.0,79437.0,22040.0,22057.0,22149.0,60.0,55.0,64.5,978.0,932.0,946.5,686.0,605.0,774.0,75.1
10,9,2018-11-13 23:22:01,2018-11-13 23:32:02,601,9960.0,499.0,549.0,533.0,74366.0,81551.0,79337.0,22605.0,22725.0,22844.0,59.0,55.0,52.0,972.0,986.0,991.0,693.0,601.0,821.0,75.6
9,8,2018-11-13 23:32:03,2018-11-13 23:45:33,810,10137.0,463.0,478.0,468.0,66714.0,68920.0,67417.0,22812.0,22855.0,22921.0,59.0,54.0,54.0,958.0,957.0,955.0,745.0,605.0,836.0,74.2
8,9,2018-11-13 23:45:34,2018-11-13 23:55:35,601,9618.0,485.5,384.0,390.0,67810.0,53650.0,54303.5,23074.0,22933.0,22891.0,52.0,43.0,77.5,993.0,815.0,915.0,747.0,605.0,887.0,73.0
