old_tapPos,new_tapPos,sTime,eTime,stayTime,TelePower,ElePower,ampereA1,ampereB1,ampereC1,ampereA2,ampereB2,ampereC2,voltageA1,voltageB1,voltageC1,voltageA2,voltageB2,voltageC2,pfA,pfB,pfC,epiA,epiB,epiC,trTemp
9,10,2018-11-08 00:01:21,2018-11-08 00:03:27,126,,11835.0,515.0,480.0,480.0,74215.0,69190.0,69097.0,23137.0,23128.0,23177.0,59.0,50.0,66.0,970.0,886.0,897.0,465.0,285.0,456.0,81.1
10,9,2018-11-08 00:03:28,2018-11-08 00:05:11,103,,12627.0,518.0,535.0,540.0,77187.0,79523.5,80376.0,23019.0,23057.5,23187.0,60.5,58.0,60.0,933.0,908.0,934.0,475.0,299.0,447.0,81.1
9,10,2018-11-08 00:05:12,2018-11-08 00:05:44,32,,12132.0,484.0,494.0,510.0,69752.0,71147.0,73369.0,23194.0,23257.0,23355.0,59.0,58.0,58.0,924.0,899.0,931.0,475.0,299.0,447.0,81.1
10,9,2018-11-08 00:05:45,2018-11-08 00:07:53,128,,12789.0,516.0,528.0,539.5,76822.0,78615.5,80507.0,22993.0,23050.0,23185.0,61.5,60.0,58.0,920.0,906.0,930.0,475.0,275.0,447.0,81.1
9,10,2018-11-08 00:07:54,2018-11-08 00:08:36,42,,11911.0,480.0,505.5,502.0,69858.0,73697.0,72481.5,22999.0,23063.0,23189.5,61.0,55.0,55.5,926.0,934.0,921.0,473.0,282.0,447.0,81.1
10,9,2018-11-08 00:08:37,2018-11-08 00:14:36,359,,12841.0,507.0,536.0,532.0,75454.0,79816.0,79123.0,22956.0,23047.0,23202.0,64.0,59.0,58.0,912.0,915.0,916.0,473.0,280.0,447.0,81.1
9,8,2018-11-08 00:14:37,2018-11-08 00:46:15,1898,,12153.0,479.0,481.0,498.0,68983.0,69313.0,71696.0,23121.0,23143.0,23247.0,59.0,58.0,61.0,922.0,887.0,923.0,476.0,304.0,516.0,80.6
8,9,2018-11-08 00:46:16,2018-11-08 00:47:07,51,,10184.0,490.0,473.0,456.0,68209.0,66041.0,63478.0,22910.0,22951.0,23022.0,58.0,44.0,57.0,981.0,956.0,917.0,476.0,304.0,507.0,79.6
9,8,2018-11-08 00:47:08,2018-11-08 00:49:13,125,,11005.0,510.0,500.0,469.0,73516.0,72105.0,67709.0,22814.0,22897.0,22918.0,63.0,46.0,60.0,974.0,951.0,897.0,476.0,304.0,507.0,79.5
8,7,2018-11-08 00:49:14,2018-11-08 01:26:02,2208,,7627.0,505.0,505.0,501.0,70463.0,70512.0,69880.0,22673.0,22699.0,22815.0,50.0,42.0,49.0,998.0,998.0,995.0,476.0,304.0,506.0,79.5
7,8,2018-11-08 01:26:03,2018-11-08 01:33:02,419,,6946.0,482.0,471.0,473.0,65153.0,63708.0,64004.0,22933.0,22960.0,23043.0,48.0,39.0,48.0,997.0,999.0,997.0,476.0,304.0,506.0,80.0
8,9,2018-11-08 01:33:04,2018-11-08 01:38:55,351,,7228.5,513.0,503.0,506.0,71578.0,70153.0,70532.0,22759.0,22747.0,22832.0,50.0,40.0,49.0,996.0,999.0,997.0,476.0,304.0,506.0,80.0
9,10,2018-11-08 01:38:56,2018-11-08 01:40:47,111,,9508.0,514.0,498.0,507.0,74060.0,71861.0,73011.0,22805.0,22791.0,22906.0,54.0,48.0,56.0,995.0,972.0,979.0,598.0,450.0,628.0,80.0
10,11,2018-11-08 01:40:48,2018-11-08 05:48:00,14832,,9379.0,524.0,523.0,535.0,78003.0,77885.0,79655.0,22665.0,22678.0,22794.0,56.0,51.0,57.0,997.0,977.0,989.0,751.0,490.0,767.0,82.6
11,10,2018-11-08 05:48:01,2018-11-08 05:57:12,551,,12366.0,495.0,493.0,513.0,76328.0,76067.0,79113.0,22783.0,22750.5,22939.0,66.0,64.0,64.0,929.0,909.0,921.0,664.0,531.0,543.0,81.0
10,9,2018-11-08 05:57:13,2018-11-08 06:08:19,666,,11239.0,507.0,496.0,523.0,75577.0,74099.0,78049.5,22771.0,22756.0,22890.5,58.0,57.0,61.0,966.0,928.0,955.0,567.0,448.0,513.0,80.5
9,10,2018-11-08 06:08:20,2018-11-08 06:11:07,167,,9653.0,482.0,505.5,497.0,69281.0,73054.0,71489.0,22513.0,22593.0,22692.0,60.0,51.0,51.0,971.0,981.0,980.0,566.0,441.0,513.0,80.5
10,9,2018-11-08 06:11:08,2018-11-08 07:04:05,3177,,11770.0,494.0,488.0,509.0,73510.0,72577.0,75793.0,22698.0,22646.0,22822.0,61.0,61.0,60.0,938.0,913.0,942.0,510.0,359.0,514.0,80.5
9,10,2018-11-08 07:04:06,2018-11-08 07:43:07,2341,,9125.0,508.0,512.0,533.0,73088.0,73667.0,76775.0,22774.0,22739.0,22932.0,51.0,50.0,53.0,995.0,976.0,994.0,513.0,388.0,538.0,80.5
10,9,2018-11-08 07:43:08,2018-11-08 09:33:11,6603,,10454.5,498.0,517.0,531.0,74228.0,77032.0,79109.0,22780.5,22873.0,23041.0,57.0,57.0,57.0,977.0,954.0,984.0,639.0,398.0,680.0,81.5
9,10,2018-11-08 09:33:12,2018-11-08 09:59:54,1602,,8887.0,486.0,499.0,520.0,69951.0,71939.0,74916.0,22820.5,22871.0,23017.0,52.0,52.0,54.0,994.0,974.0,997.0,616.0,393.0,668.0,81.6
10,9,2018-11-08 09:59:55,2018-11-08 10:03:04,189,,9727.0,527.0,527.0,552.0,78573.0,78521.0,82215.0,22852.0,22871.5,23004.0,55.0,52.0,58.0,997.0,969.0,992.0,675.0,427.0,679.0,81.6
9,8,2018-11-08 10:03:05,2018-11-08 10:03:39,34,,9528.0,493.0,479.0,510.0,70955.0,68974.0,73431.0,22983.0,22981.0,23139.0,54.0,51.0,59.0,996.0,952.0,985.0,677.0,438.0,680.0,81.6
8,7,2018-11-08 10:03:40,2018-11-08 10:04:08,28,,9035.0,461.0,445.0,475.0,64448.0,62179.0,66396.0,23136.0,23112.0,23278.0,52.0,50.0,58.0,996.0,948.0,983.0,677.0,438.0,679.0,81.6
7,6,2018-11-08 10:04:09,2018-11-08 10:07:51,222,,8012.0,442.0,434.0,459.0,59770.0,58305.0,62202.0,23409.0,23392.0,23555.0,49.0,47.0,52.0,999.0,976.0,994.0,663.0,427.0,639.0,81.6
6,5,2018-11-08 10:07:52,2018-11-08 10:14:10,378,,6595.5,395.0,410.0,428.0,51739.5,53715.0,56150.0,22752.0,22798.0,22941.0,45.0,44.0,46.0,999.0,986.0,999.0,645.0,413.0,609.0,80.0
5,4,2018-11-08 10:14:11,2018-11-08 10:14:49,38,,6258.0,366.0,376.0,401.0,46661.0,47921.0,51154.5,22803.0,22843.0,23004.0,43.0,43.0,45.0,999.0,981.0,999.0,623.0,411.0,590.0,79.5
4,3,2018-11-08 10:14:51,2018-11-08 10:32:18,1047,,5289.0,332.0,361.0,374.0,41120.0,44749.0,46319.0,22686.0,22748.0,22906.0,40.0,41.0,41.0,999.0,992.0,993.0,579.0,365.0,532.0,76.3
3,4,2018-11-08 10:32:19,2018-11-08 10:37:23,304,,4994.5,300.0,335.5,339.0,36248.0,40434.0,40808.5,22657.0,22728.0,22878.5,39.0,40.0,39.0,994.0,993.0,995.0,556.0,328.0,524.0,73.8
4,3,2018-11-08 10:37:24,2018-11-08 10:58:48,1284,,5434.5,333.0,371.0,371.0,41171.5,45975.0,45979.0,22665.0,22746.0,22873.0,41.0,41.0,40.0,993.0,995.0,995.0,506.0,303.0,492.0,72.7
3,2,2018-11-08 10:58:49,2018-11-08 11:00:33,104,,5647.0,289.0,347.0,326.0,34667.0,41807.0,39232.0,22777.0,22918.0,23045.0,44.0,42.0,37.0,967.0,994.0,999.0,486.0,302.0,492.0,71.6
2,1,2018-11-08 11:00:34,2018-11-08 11:01:22,48,,5075.0,269.0,319.0,299.0,31498.0,37456.0,35093.0,22848.0,22974.0,23096.0,42.0,39.0,35.0,975.0,995.0,999.0,479.0,295.0,492.0,71.1
1,2,2018-11-08 11:01:23,2018-11-08 11:03:26,123,,4454.0,256.0,286.0,288.0,29197.0,32720.0,32925.0,22851.0,22910.0,23060.0,36.0,37.0,34.0,989.0,991.0,995.0,466.0,295.0,492.0,70.6
2,3,2018-11-08 11:03:27,2018-11-08 12:06:39,3792,,4378.0,297.0,317.0,334.0,34794.0,37162.0,39215.0,22783.0,22839.0,22998.0,35.0,36.0,37.0,998.0,993.0,986.0,395.0,177.0,373.0,67.9
3,4,2018-11-08 12:06:40,2018-11-08 12:07:48,68,,5209.0,317.0,340.0,372.0,38230.0,41051.0,44903.0,22613.0,22679.0,22864.0,35.0,41.0,38.0,997.0,979.0,983.0,360.0,110.0,336.0,67.4
4,5,2018-11-08 12:07:49,2018-11-08 12:10:07,138,,5627.0,347.0,370.0,406.0,43094.5,45995.0,50245.0,22470.0,22550.0,22735.0,37.0,43.0,39.0,996.0,978.0,982.0,360.0,110.0,336.0,67.4
5,6,2018-11-08 12:10:08,2018-11-08 12:12:05,117,,6816.0,337.0,397.0,408.0,43017.0,50650.0,52105.0,22383.0,22531.0,22697.0,42.0,50.0,39.0,949.0,974.0,995.0,395.0,118.0,345.0,67.4
6,7,2018-11-08 12:12:06,2018-11-08 12:13:16,70,,7326.0,355.0,437.0,424.0,46300.0,57381.0,55173.0,22175.0,22349.0,22486.0,50.0,50.0,39.0,938.0,985.0,998.0,383.0,118.0,356.0,67.4
7,8,2018-11-08 12:13:17,2018-11-08 12:17:19,242,,8179.5,382.0,457.0,471.0,51605.0,61732.0,63761.0,22305.0,22431.0,22643.0,46.0,58.0,43.0,925.5,966.5,995.0,398.0,117.0,410.0,68.4
8,9,2018-11-08 12:17:20,2018-11-08 12:21:34,254,,10110.0,407.0,491.0,488.0,56735.0,68445.0,68132.0,22861.0,23041.0,23222.0,57.0,60.0,46.0,895.0,955.0,989.0,413.0,109.0,481.0,70.6
9,8,2018-11-08 12:21:35,2018-11-08 13:00:49,2354,,10634.0,494.0,515.0,527.0,71198.0,74260.0,76010.5,22859.0,22884.0,23053.0,53.0,54.0,55.0,969.0,940.0,974.0,373.0,75.0,490.0,76.3
8,9,2018-11-08 13:00:50,2018-11-08 13:09:34,524,,10208.5,464.0,440.0,493.0,64768.5,61271.5,68906.5,22800.0,22694.0,22854.0,48.0,53.0,60.0,968.0,871.0,973.0,353.0,72.0,461.0,76.9
9,10,2018-11-08 13:09:35,2018-11-08 13:37:48,1693,,10864.0,485.0,503.0,519.0,69816.0,72381.0,74716.0,22566.0,22567.0,22729.0,53.0,54.0,56.0,957.0,913.0,963.0,413.0,41.0,506.0,76.9
10,11,2018-11-08 13:37:49,2018-11-08 15:46:33,7724,,12036.5,515.0,528.0,538.0,76622.0,78677.0,80180.0,22656.0,22670.0,22821.0,58.0,56.0,56.0,944.0,942.0,941.0,491.0,378.0,545.0,79.5
11,10,2018-11-08 15:46:34,2018-11-08 16:59:06,4352,,11354.0,503.0,524.0,532.0,77603.0,80816.5,82016.0,22875.0,22912.0,23026.0,63.0,61.0,62.0,963.0,947.0,970.0,789.0,572.0,946.0,82.1
10,9,2018-11-08 16:59:07,2018-11-08 16:59:19,12,,10878.0,471.0,504.5,493.0,70082.0,75103.0,73394.0,23094.0,23144.0,23211.0,64.0,57.0,60.0,958.0,955.0,958.0,770.0,562.0,946.0,81.6
9,8,2018-11-08 16:59:20,2018-11-08 16:59:38,18,,10158.0,439.0,467.0,463.0,63050.0,67153.0,66670.0,23080.0,23097.0,23199.0,61.0,56.0,58.0,961.0,953.0,962.0,768.0,562.0,946.0,81.6
8,7,2018-11-08 16:59:39,2018-11-08 17:00:22,43,,7836.0,444.0,454.0,475.0,62218.0,63490.0,66411.0,22618.0,22607.0,22779.0,49.0,50.0,52.0,997.0,977.0,999.0,727.0,549.0,896.0,81.6
7,6,2018-11-08 17:00:23,2018-11-08 17:00:34,11,,6369.0,428.0,433.0,443.0,58193.0,58836.0,60100.0,22619.0,22602.0,22728.0,48.0,43.0,49.0,994.0,999.0,999.0,705.0,530.0,865.0,81.6
6,5,2018-11-08 17:00:35,2018-11-08 17:00:49,14,,5402.0,412.0,410.0,410.0,54060.0,53878.0,53807.0,22631.0,22616.0,22714.0,46.0,38.0,46.0,987.0,998.0,999.0,686.0,509.0,841.0,81.1
5,4,2018-11-08 17:00:50,2018-11-08 17:00:54,4,,4822.5,385.5,385.5,382.0,49082.5,49127.5,48701.0,22759.5,22735.0,22826.0,45.0,36.0,44.0,985.0,996.0,999.0,666.0,489.0,819.5,81.1
4,3,2018-11-08 17:00:55,2018-11-08 17:13:46,771,,4661.0,355.0,358.0,354.0,44011.0,44341.0,43814.0,22882.0,22849.0,22934.0,43.0,35.0,42.0,989.0,996.0,999.0,645.0,469.0,797.0,77.9
3,2,2018-11-08 17:13:47,2018-11-08 19:21:01,7634,,4706.0,313.0,337.0,352.0,37700.0,40662.0,42454.0,22907.0,22924.0,23027.0,38.0,39.0,39.0,999.0,997.0,989.0,538.0,415.5,502.0,68.5
2,3,2018-11-08 19:21:02,2018-11-08 20:06:52,2750,,4626.0,283.0,314.0,321.0,33190.0,36847.0,37644.0,22996.0,23033.0,23113.0,37.0,38.0,37.0,998.0,994.0,992.0,468.0,318.0,483.0,65.2
3,4,2018-11-08 20:06:53,2018-11-08 20:08:21,88,,5335.0,297.0,339.0,344.0,35773.0,40893.0,41504.0,22754.0,22795.0,22873.0,39.0,42.0,38.0,986.0,989.0,994.0,454.0,288.0,482.0,64.4
4,5,2018-11-08 20:08:22,2018-11-08 20:13:17,295,,5831.0,321.0,369.0,375.0,39764.0,45654.5,46473.0,22725.0,22768.5,22835.0,41.0,45.0,40.0,984.0,989.0,994.0,455.0,288.0,481.0,64.4
5,6,2018-11-08 20:13:18,2018-11-08 20:16:31,193,,6459.5,333.0,383.0,409.0,42403.0,48927.0,52038.0,22548.0,22547.0,22672.0,40.0,51.0,41.0,969.0,975.0,989.0,455.0,288.0,481.0,64.7
6,7,2018-11-08 20:16:32,2018-11-08 20:19:24,172,,7038.0,352.0,405.0,442.0,46232.0,53123.0,57948.0,22460.0,22451.0,22594.0,41.0,56.0,43.0,958.0,971.0,985.0,456.0,288.0,481.0,65.7
7,8,2018-11-08 20:19:25,2018-11-08 20:21:34,129,,8168.0,383.0,440.0,492.0,51846.0,59622.0,66561.0,23036.0,23045.0,23231.0,44.0,62.0,46.0,945.0,965.0,982.0,456.0,288.0,481.0,66.8
8,9,2018-11-08 20:21:35,2018-11-08 20:22:25,50,,9221.0,388.0,490.0,487.0,53954.0,68474.0,67754.0,22943.0,23063.0,23190.0,55.0,62.0,45.0,900.0,979.0,995.0,529.0,289.0,539.0,67.4
9,10,2018-11-08 20:22:26,2018-11-08 20:24:27,121,,10373.0,382.0,515.0,493.0,55103.0,74328.0,71001.0,22922.0,23096.0,23237.0,63.0,67.0,46.0,853.0,977.0,994.0,526.0,289.0,567.0,68.4
10,9,2018-11-08 20:24:28,2018-11-08 20:51:35,1627,,12001.0,466.0,483.0,510.0,69430.0,71922.5,76093.0,23086.0,23165.0,23099.0,62.0,63.0,63.0,917.0,895.0,948.0,466.0,231.0,645.0,73.1
9,8,2018-11-08 20:51:36,2018-11-08 21:51:43,3607,,11437.0,462.0,482.0,492.0,66583.0,69423.0,70867.0,22911.0,22942.0,23096.0,58.0,58.0,58.0,934.0,905.0,948.0,441.0,145.0,580.0,74.2
8,9,2018-11-08 21:51:44,2018-11-08 21:53:24,100,,10824.0,439.0,496.0,461.0,61438.5,69188.0,64422.0,22983.0,23114.0,23224.0,61.0,51.0,51.0,925.0,945.0,926.0,382.0,161.0,567.0,76.3
9,8,2018-11-08 21:53:25,2018-11-08 21:57:36,251,,11524.0,494.0,513.0,503.0,71142.0,73889.0,72729.0,22914.0,22979.0,23089.0,58.0,53.0,57.0,950.0,916.5,938.0,376.0,161.0,567.0,76.3
8,9,2018-11-08 21:57:37,2018-11-08 21:58:24,47,,10540.0,461.0,486.0,478.0,64276.5,67760.0,66621.0,22971.0,23047.0,23139.0,55.0,52.0,55.0,954.0,920.0,955.0,366.0,161.0,561.0,76.3
9,8,2018-11-08 21:58:25,2018-11-08 22:10:01,696,,11985.0,443.0,492.0,498.0,63891.0,70925.0,71759.0,22905.0,22985.0,23200.0,59.0,63.0,54.0,875.0,895.0,947.0,366.0,161.0,561.0,76.3
8,9,2018-11-08 22:10:02,2018-11-08 22:13:03,181,,10608.0,400.0,493.0,489.0,55783.0,68687.5,68270.0,22828.0,22954.0,23185.0,56.0,62.0,47.0,861.0,933.0,985.0,366.0,161.0,584.0,76.3
9,8,2018-11-08 22:13:04,2018-11-08 22:29:10,966,,11423.5,462.0,509.0,520.0,66492.0,73258.0,74986.0,22822.0,22880.0,23097.0,55.0,62.0,53.0,908.0,914.0,971.0,404.0,128.0,615.0,76.8
8,9,2018-11-08 22:29:11,2018-11-08 22:30:32,81,,10552.0,458.0,493.0,484.0,63877.0,68702.0,67567.0,22857.0,22935.0,23085.0,55.0,52.0,52.0,943.0,927.0,958.0,390.0,117.0,615.0,76.8
9,8,2018-11-08 22:30:33,2018-11-08 22:30:53,20,,11247.0,494.5,530.0,520.5,71330.0,76250.0,75179.0,22844.0,22902.0,23068.0,57.0,53.0,54.0,948.0,928.0,959.0,385.0,147.0,613.0,76.8
8,9,2018-11-08 22:30:54,2018-11-08 22:31:56,62,,10298.0,470.0,492.0,491.0,65663.0,68563.0,68700.0,22771.0,22824.0,22978.0,53.0,51.0,52.0,958.0,929.0,965.0,381.0,152.0,613.0,76.8
9,8,2018-11-08 22:31:57,2018-11-08 22:37:23,326,,11116.0,497.0,526.0,517.0,71490.0,75721.0,74340.0,22718.0,22796.0,22902.0,56.0,52.0,54.0,954.0,931.0,955.0,376.0,173.0,613.0,76.8
8,9,2018-11-08 22:37:24,2018-11-08 22:40:49,205,,10275.0,463.0,501.0,479.0,64557.0,69986.0,66745.0,22795.0,22896.0,22972.0,54.0,50.0,53.0,958.5,937.0,958.0,369.0,172.0,594.0,76.8
9,8,2018-11-08 22:40:50,2018-11-08 22:45:55,305,,11259.5,500.5,531.0,510.0,72077.0,76563.0,73521.0,22840.0,22907.0,23020.0,57.0,52.0,55.0,953.0,930.0,946.0,366.0,172.0,587.0,76.8
8,9,2018-11-08 22:45:56,2018-11-08 22:50:17,261,,10276.0,461.0,501.0,493.0,64314.0,69889.0,68869.0,22849.0,22916.0,23061.0,52.0,52.0,52.0,956.0,930.0,972.0,355.0,172.0,587.0,76.8
9,8,2018-11-08 22:50:18,2018-11-08 22:51:40,82,,11248.0,476.0,527.0,529.0,68429.0,75879.0,76151.0,22801.0,22846.0,23046.0,53.0,57.0,54.0,935.0,915.0,973.0,355.0,172.0,587.0,76.8
8,9,2018-11-08 22:51:41,2018-11-08 22:54:23,162,,10956.0,439.0,452.0,495.0,61380.0,62953.5,69088.0,22969.0,22889.0,23177.5,49.0,61.0,55.0,918.5,866.5,971.5,355.0,116.0,587.0,76.8
9,8,2018-11-08 22:54:24,2018-11-08 22:57:43,199,,11568.0,486.0,507.0,528.0,69936.5,73056.0,76017.0,22866.5,22856.0,23077.5,53.0,58.0,55.0,934.0,893.0,964.5,355.0,107.0,587.0,76.8
8,9,2018-11-08 22:57:44,2018-11-08 23:00:07,143,,10666.0,455.0,504.0,496.0,63533.0,70350.0,69262.0,22867.5,22927.5,23097.0,53.0,54.0,51.0,937.0,920.0,968.0,355.0,107.0,587.0,77.4
9,8,2018-11-08 23:00:08,2018-11-08 23:06:02,354,,11573.0,461.0,508.0,521.0,66351.0,73038.0,75040.0,22696.0,22720.0,22973.0,54.0,62.0,54.0,903.0,895.0,967.0,355.0,106.0,587.0,77.4
8,9,2018-11-08 23:06:03,2018-11-08 23:08:57,174,,10500.0,433.0,473.0,503.0,60419.0,66032.0,70404.0,22714.0,22670.0,22961.0,49.0,60.0,52.0,922.0,894.0,983.0,355.0,106.0,586.0,77.9
9,8,2018-11-08 23:08:58,2018-11-08 23:52:49,2631,,11358.0,475.0,507.0,521.0,68398.0,72995.0,75004.0,22645.0,22644.0,22868.0,53.0,58.0,54.0,927.0,898.0,966.0,392.0,135.0,615.0,78.9
8,9,2018-11-08 23:52:50,2018-11-08 23:53:14,24,,10768.0,452.5,498.0,477.0,63287.5,69505.0,66651.5,22794.0,22900.0,23022.0,56.0,51.0,51.0,930.0,927.0,942.0,394.0,151.0,617.0,79.4
9,8,2018-11-08 23:53:15,2018-11-08 23:54:41,86,,11532.0,486.0,537.0,510.0,69938.0,77360.0,73431.0,22748.0,22859.0,22977.0,59.0,53.0,52.0,929.0,930.0,942.0,394.0,151.0,617.0,79.4
8,7,2018-11-08 23:54:42,2018-11-08 23:59:30,288,,10914.0,427.0,511.0,454.0,59801.0,71404.0,63554.0,22856.0,23071.0,23157.0,65.0,50.0,49.0,910.0,956.0,905.0,394.0,151.0,617.0,78.9
7,8,2018-11-08 23:59:31,2018-11-09 00:03:50,259,,10478.0,390.0,482.0,422.0,52667.0,65153.0,56945.0,23236.0,23614.0,23348.0,66.0,49.0,47.0,890.0,961.0,888.0,393.0,161.0,618.0,77.8
8,7,2018-11-09 00:03:51,2018-11-09 00:06:03,132,,11037.0,458.0,508.0,482.0,63902.0,70840.0,67263.5,23032.0,23126.0,23227.0,57.0,51.0,51.0,930.0,930.0,940.0,393.0,161.0,618.0,77.3
7,6,2018-11-09 00:06:04,2018-11-09 00:12:06,362,,8364.0,474.0,488.0,441.0,64115.0,65928.0,59667.0,22759.0,22831.0,22853.0,53.0,38.0,47.0,994.0,996.0,958.0,394.0,181.0,617.0,76.8
6,7,2018-11-09 00:12:07,2018-11-09 00:12:37,30,,6931.0,434.0,459.0,416.0,56976.0,60315.0,54551.0,22631.0,22739.0,22784.0,49.0,37.0,43.0,997.0,999.0,989.0,394.0,183.0,617.0,76.7
7,8,2018-11-09 00:12:38,2018-11-09 00:17:30,292,,7376.0,464.0,494.0,453.0,62725.0,66790.0,61233.5,22609.0,22694.0,22763.0,49.0,39.0,45.0,998.0,999.0,994.0,390.0,200.0,617.0,76.7
8,7,2018-11-09 00:17:31,2018-11-09 00:17:51,20,,8018.0,501.0,527.0,486.0,69995.0,73690.0,67926.0,22622.0,22672.0,22736.0,51.0,40.0,48.0,998.0,998.0,992.0,389.0,200.0,617.0,76.8
7,8,2018-11-09 00:17:52,2018-11-09 00:20:52,180,,7588.5,468.0,493.0,451.0,63224.0,66609.5,60985.5,22729.0,22805.0,22872.0,50.0,39.0,46.0,997.0,999.0,990.0,389.0,200.0,617.0,76.8
8,9,2018-11-09 00:20:53,2018-11-09 00:54:48,2035,,7851.0,512.0,519.0,495.0,71495.5,72490.0,69128.0,22703.0,22701.0,22838.0,49.0,40.0,49.0,999.0,997.0,994.0,389.0,245.0,615.0,77.3
9,10,2018-11-09 00:54:49,2018-11-09 01:14:56,1207,,8867.0,517.0,526.0,531.0,74498.0,75766.5,76497.0,22607.0,22676.0,22779.0,50.0,49.0,52.0,996.0,982.0,997.0,502.0,520.0,668.0,81.0
10,9,2018-11-09 01:14:57,2018-11-09 06:05:10,17413,,10427.0,503.0,526.0,528.0,74908.0,78390.0,78652.0,22688.0,22721.0,22902.0,57.0,56.0,55.0,975.0,963.0,983.0,646.0,593.0,762.0,81.0
9,8,2018-11-09 06:05:11,2018-11-09 06:44:53,2382,,11337.0,492.0,497.0,501.0,70878.0,71609.5,72244.5,22739.0,22827.0,22958.0,53.0,56.0,58.0,954.0,901.0,950.0,303.0,196.0,650.0,79.9
8,9,2018-11-09 06:44:54,2018-11-09 06:55:51,657,,9729.0,521.0,482.0,436.0,72634.0,67315.0,60782.0,22739.0,22779.0,22733.0,56.0,39.0,60.0,996.0,970.0,913.0,268.0,214.0,576.0,79.4
9,8,2018-11-09 06:55:52,2018-11-09 07:12:18,986,,10350.0,507.0,523.0,489.0,73176.0,75326.0,70448.0,22601.0,22699.0,22735.0,59.0,49.0,53.0,973.0,977.0,954.0,269.0,475.0,506.0,78.3
8,9,2018-11-09 07:12:19,2018-11-09 07:17:55,336,,8680.0,493.0,479.0,487.0,68771.0,66984.0,68032.0,22527.0,22519.0,22576.0,48.0,47.0,54.0,996.0,969.0,988.0,253.0,488.0,506.0,79.4
9,10,2018-11-09 07:17:56,2018-11-09 07:20:06,130,,9537.5,505.0,515.0,502.0,72609.0,74143.5,72261.0,22373.0,22413.0,22487.0,53.0,50.0,52.0,983.0,974.0,981.0,256.0,497.0,502.0,79.4
10,9,2018-11-09 07:20:07,2018-11-09 07:59:49,2382,,11302.0,523.0,520.0,537.0,77895.0,77385.0,79912.0,22728.0,22726.0,22813.0,56.0,57.0,58.0,959.0,944.0,970.0,295.0,552.0,519.0,80.6
9,10,2018-11-09 07:59:50,2018-11-09 08:01:00,70,,9810.0,489.0,497.0,515.0,70445.0,71503.0,74214.0,22666.0,22659.0,22805.0,53.0,55.0,52.0,970.0,967.0,985.0,461.0,536.0,594.0,82.0
10,9,2018-11-09 08:01:01,2018-11-09 08:25:52,1491,,10697.0,520.0,520.0,539.0,77516.0,77491.0,80269.0,22713.0,22697.0,22852.0,56.0,56.0,56.0,972.0,958.0,977.0,514.0,541.0,674.0,82.0
9,10,2018-11-09 08:25:53,2018-11-09 08:33:15,442,,9284.0,489.0,479.0,526.0,70493.0,68911.0,75727.0,22693.0,22678.0,22783.0,50.0,55.0,54.0,989.0,956.0,994.0,528.0,541.0,715.0,82.0
10,9,2018-11-09 08:33:16,2018-11-09 08:53:37,1221,,10754.0,517.0,522.0,530.0,77043.0,77749.0,79004.5,22823.0,22937.0,22905.0,59.0,56.0,57.0,969.0,961.0,975.0,553.0,587.0,749.0,82.1
9,8,2018-11-09 08:53:38,2018-11-09 08:53:51,13,,10292.0,480.0,489.0,492.0,69114.0,70548.0,70844.0,22867.0,23014.0,22986.0,58.0,55.0,55.0,961.0,960.0,970.0,534.0,593.0,754.0,82.0
8,7,2018-11-09 08:53:52,2018-11-09 08:54:03,11,,9326.0,461.0,466.0,468.0,64272.0,64949.0,65318.0,22921.0,23067.0,23023.0,54.0,51.0,52.0,974.0,970.0,977.0,530.0,589.0,751.0,82.0
7,6,2018-11-09 08:54:04,2018-11-09 08:54:29,25,,8778.5,427.0,435.5,432.0,57583.0,58755.0,58422.0,23026.5,23162.5,23127.5,53.0,49.0,50.0,973.0,971.0,976.0,530.0,589.0,751.0,82.1
6,5,2018-11-09 08:54:30,2018-11-09 08:54:53,23,,7591.0,410.0,414.0,409.0,53800.0,54302.0,53755.0,23007.0,23164.0,23102.0,50.0,44.0,47.0,989.0,986.0,986.0,516.0,575.0,737.0,82.1
5,4,2018-11-09 08:54:54,2018-11-09 08:55:05,11,,6404.0,370.0,371.0,368.0,47425.0,47517.0,46878.0,22490.0,22592.0,22575.0,46.0,40.0,44.0,995.0,992.0,990.0,509.0,571.0,731.0,82.1
4,3,2018-11-09 08:55:06,2018-11-09 08:55:21,15,,5860.0,352.0,352.0,347.0,43634.0,43569.0,43007.0,22741.0,22842.0,22810.0,44.0,38.0,42.0,997.0,995.0,992.0,498.0,566.0,721.0,81.6
3,2,2018-11-09 08:55:22,2018-11-09 08:55:37,15,,5445.0,322.5,323.0,320.0,38854.5,38932.0,38558.0,22824.0,22916.5,22911.5,42.0,37.0,41.0,997.0,994.0,993.0,498.0,566.0,721.0,81.5
2,1,2018-11-09 08:55:38,2018-11-09 08:56:10,32,,4716.0,299.0,296.0,293.0,35141.0,34982.0,34455.0,22741.0,22827.5,22815.0,39.0,34.0,38.0,999.0,998.0,996.0,478.0,550.0,706.0,81.1
1,2,2018-11-09 08:56:11,2018-11-09 10:02:47,3996,,4033.0,265.0,281.0,287.0,30266.0,32088.0,32816.0,22918.0,22992.0,23035.0,34.0,36.0,35.0,998.0,996.0,990.0,380.0,459.0,586.0,68.4
