old_tapPos,new_tapPos,sTime,eTime,stayTime,TelePower,ElePower,ampereA1,ampereB1,ampereC1,ampereA2,ampereB2,ampereC2,voltageA1,voltageB1,voltageC1,voltageA2,voltageB2,voltageC2,pfA,pfB,pfC,epiA,epiB,epiC,trTemp
8,9,2018-11-11 10:19:05,2018-11-11 10:24:45,340,,9581.0,449.0,449.0,479.0,62764.0,62778.0,67000.0,22786.0,22869.0,23049.0,51.0,56.0,55.0,973.0,933.0,986.0,554.0,529.0,600.0,79.4
9,10,2018-11-11 10:24:46,2018-11-11 10:28:36,230,,10242.0,488.0,488.0,495.0,70329.0,70372.0,71353.5,22680.0,22794.0,22875.0,56.0,52.0,57.0,977.0,946.0,968.0,555.0,503.0,600.0,78.9
10,9,2018-11-11 10:28:37,2018-11-11 11:03:25,2088,,11829.0,500.0,489.0,506.0,74341.0,72798.0,75401.0,22721.0,22778.0,22889.0,60.0,58.0,63.0,951.0,899.0,937.0,561.0,503.0,597.0,79.4
9,8,2018-11-11 11:03:26,2018-11-11 11:21:25,1079,,10531.0,494.0,482.0,513.0,71203.0,69377.0,73883.0,22661.0,22672.0,22796.0,52.0,53.0,57.0,975.0,922.0,974.0,569.0,513.0,578.0,79.5
8,9,2018-11-11 11:21:26,2018-11-11 11:22:18,52,,10264.0,428.0,431.0,486.0,59684.0,60263.0,67804.0,22884.0,22882.0,23077.0,50.0,62.0,54.0,922.0,903.0,983.0,621.0,481.0,562.0,79.5
9,8,2018-11-11 11:22:19,2018-11-11 12:01:48,2369,,10884.0,499.0,492.0,487.0,71890.0,70803.0,70177.0,22706.0,22780.0,22847.0,58.0,51.0,56.0,962.0,932.0,938.0,549.0,497.0,562.0,78.6
8,9,2018-11-11 12:01:49,2018-11-11 12:05:52,243,,9962.0,472.0,451.0,486.0,65801.0,63015.0,67821.0,22740.0,22771.0,22920.0,51.0,53.0,54.0,971.0,934.0,973.0,557.0,450.0,548.0,79.6
9,8,2018-11-11 12:05:53,2018-11-11 12:21:11,918,,10700.0,513.0,512.0,501.0,73821.0,73713.0,72116.0,22769.5,22828.0,22872.0,57.0,50.0,56.0,973.0,954.0,953.0,557.0,449.0,538.0,79.7
8,9,2018-11-11 12:21:12,2018-11-11 12:27:52,400,,8503.0,503.0,505.0,473.0,70185.0,70495.0,66064.0,22611.0,22711.5,22715.0,55.0,42.0,48.0,995.0,999.0,975.0,556.0,449.0,537.0,79.7
9,10,2018-11-11 12:27:53,2018-11-11 13:05:51,2278,,9418.0,529.0,522.0,502.0,76097.0,75181.0,72330.0,22665.0,22736.0,22761.0,56.0,45.0,52.0,994.0,991.0,970.0,490.0,512.0,536.0,80.2
10,9,2018-11-11 13:05:52,2018-11-11 17:05:00,14348,,9865.0,526.0,527.0,532.0,78296.0,78442.0,79189.0,22586.0,22626.0,22753.0,57.0,53.0,55.0,986.0,981.0,985.0,593.0,750.0,605.0,82.2
9,10,2018-11-11 17:05:01,2018-11-11 17:18:15,794,,10083.0,515.0,503.0,517.0,74087.0,72450.0,74707.0,22656.0,22716.0,22809.0,53.0,50.0,57.0,986.0,957.0,974.5,558.0,531.0,553.0,80.5
10,9,2018-11-11 17:18:16,2018-11-11 17:36:23,1087,,11708.0,523.0,523.0,527.0,77809.0,77988.0,78501.0,22677.0,22698.5,22833.5,59.0,55.0,58.0,957.5,937.0,947.0,586.0,534.0,553.0,81.1
9,10,2018-11-11 17:36:24,2018-11-11 17:37:57,93,,11034.0,505.0,483.0,489.0,72748.0,69465.0,70300.0,22778.5,22727.0,22822.0,56.0,51.0,60.0,968.5,920.5,932.5,538.0,540.0,560.0,81.1
10,9,2018-11-11 17:37:58,2018-11-11 17:42:25,267,,11958.0,493.0,529.0,531.0,73530.0,78808.0,79081.0,22675.0,22714.0,22863.0,60.0,59.0,56.0,916.0,936.0,947.0,554.0,552.0,560.0,81.1
9,8,2018-11-11 17:42:26,2018-11-11 17:43:08,42,,11381.0,426.0,444.0,504.0,61185.0,63798.0,72642.0,22805.0,22719.0,23022.0,55.0,71.0,54.0,849.0,894.0,975.0,528.0,533.0,564.0,81.1
8,7,2018-11-11 17:43:09,2018-11-11 17:45:09,120,,10455.0,377.0,351.0,482.0,52572.0,49197.0,67353.0,22994.5,22792.0,23210.0,47.0,83.0,53.0,734.0,851.0,999.0,534.0,558.0,564.0,81.1
7,8,2018-11-11 17:45:10,2018-11-11 17:46:47,97,,9604.0,364.0,339.5,455.0,49318.0,45890.0,61501.5,22962.0,22758.0,23181.5,44.0,75.0,51.0,806.0,859.0,999.0,534.0,644.0,564.0,80.6
8,9,2018-11-11 17:46:48,2018-11-11 17:50:11,203,,10553.0,403.5,402.0,479.0,56358.0,56510.0,66872.0,22885.0,22789.5,23125.0,50.0,71.0,52.0,843.5,882.0,987.5,534.0,609.5,564.0,80.5
9,10,2018-11-11 17:50:12,2018-11-11 17:56:11,359,,11242.0,445.0,469.0,496.0,64108.0,67630.0,71456.0,22703.0,22714.0,22928.0,57.0,63.0,53.0,889.0,914.0,957.0,535.0,587.0,564.0,80.6
10,9,2018-11-11 17:56:12,2018-11-11 17:56:59,47,,12043.0,522.0,482.5,495.0,77630.0,72228.0,74508.0,22727.5,22651.0,22772.5,59.0,56.0,65.0,955.0,880.0,917.5,533.0,587.0,567.0,80.6
9,10,2018-11-11 17:57:00,2018-11-11 17:58:44,104,,11189.0,482.0,459.0,471.0,69484.0,66057.0,68033.0,22745.0,22691.0,22845.0,56.0,55.0,62.0,952.0,888.0,932.0,534.0,587.0,557.0,80.0
10,9,2018-11-11 17:58:45,2018-11-11 18:17:08,1103,,12314.0,524.0,476.0,502.0,78056.0,70983.0,74739.0,22768.0,22713.0,22850.0,57.0,57.0,67.0,957.0,860.0,918.0,535.0,587.0,553.0,80.0
9,10,2018-11-11 18:17:09,2018-11-11 18:18:27,78,,11418.0,478.0,466.0,507.0,68816.0,66903.0,73083.0,22826.0,22757.0,22988.0,54.0,60.0,58.0,930.0,889.0,956.0,551.0,584.0,549.0,80.0
10,9,2018-11-11 18:18:28,2018-11-11 18:19:05,37,,12108.0,513.0,500.0,543.0,76389.0,74427.0,80788.0,22715.0,22670.0,22875.0,56.0,61.0,59.0,933.0,894.0,956.0,551.0,584.0,549.0,80.0
9,10,2018-11-11 18:19:06,2018-11-11 18:20:53,107,,11331.0,482.0,477.0,504.0,69372.5,68732.0,72538.0,22754.5,22742.0,22936.5,55.0,58.0,56.0,934.0,906.5,951.0,551.0,584.0,549.0,80.0
10,9,2018-11-11 18:20:54,2018-11-11 18:28:19,445,,12454.5,485.0,524.0,510.0,72273.5,78041.0,75995.0,22726.0,22826.5,22958.0,66.0,60.0,55.0,894.0,930.0,913.0,552.0,580.0,549.0,80.0
9,10,2018-11-11 18:28:20,2018-11-11 18:28:39,19,,11758.0,451.5,496.0,474.0,65077.5,71405.0,68302.5,22851.0,22950.0,23083.0,65.0,58.0,53.0,891.0,936.0,903.5,552.0,580.0,549.0,80.0
10,9,2018-11-11 18:28:40,2018-11-11 18:40:19,699,,12607.0,477.0,524.0,501.0,71040.0,77975.0,74635.0,22734.0,22837.0,22982.0,68.0,60.0,56.0,883.0,931.0,898.0,551.0,579.0,549.0,80.0
9,8,2018-11-11 18:40:20,2018-11-11 18:40:31,11,,10855.0,461.0,516.0,430.0,66455.0,74281.0,61988.0,22599.0,22814.0,22773.0,74.0,47.0,51.0,937.0,994.0,836.0,486.0,579.0,546.0,80.0
8,7,2018-11-11 18:40:32,2018-11-11 18:41:48,76,,9814.0,422.0,501.0,404.0,58311.5,69827.0,56126.0,22674.5,22943.0,22898.5,74.0,46.0,46.0,930.0,997.0,851.0,487.0,579.0,546.0,80.0
7,8,2018-11-11 18:41:49,2018-11-11 18:42:50,61,,8740.5,340.5,473.0,354.0,46237.0,64035.5,47947.0,22637.5,23066.0,23034.0,82.0,45.0,39.0,912.0,983.5,801.0,469.0,579.0,546.0,79.5
8,7,2018-11-11 18:42:51,2018-11-11 18:43:40,49,,9370.0,366.0,508.0,385.0,51049.0,70959.0,53725.0,22546.0,22987.0,22956.0,83.0,47.0,40.0,910.0,988.0,821.0,446.0,579.0,546.0,78.9
7,8,2018-11-11 18:43:41,2018-11-11 18:44:18,37,,8800.0,388.0,469.0,388.0,52594.0,63439.0,52580.0,22640.0,22946.0,22929.5,69.0,46.0,42.0,930.0,999.0,905.5,469.0,579.0,546.0,78.4
8,7,2018-11-11 18:44:19,2018-11-11 18:44:59,40,,9467.0,361.0,503.0,386.0,50440.0,70291.0,53986.0,22573.0,23012.0,22983.0,82.0,49.0,41.0,902.0,993.0,827.0,468.0,579.0,546.0,77.9
7,8,2018-11-11 18:45:00,2018-11-11 18:46:20,80,,8922.0,342.0,467.0,366.0,46371.0,63227.0,49629.0,22646.0,23052.0,23044.0,77.0,48.0,40.0,900.0,997.0,848.0,475.0,579.0,546.0,77.4
8,9,2018-11-11 18:46:21,2018-11-11 18:48:38,137,,9661.0,372.0,498.0,400.0,51829.0,69513.0,55759.0,22636.0,22939.0,22981.0,78.0,51.0,42.0,899.0,999.0,865.0,475.0,579.0,546.0,76.8
9,8,2018-11-11 18:48:39,2018-11-11 18:52:04,205,,9524.0,511.0,507.0,519.0,73634.0,73052.0,74776.0,22625.5,22625.0,22762.5,53.0,50.0,53.0,988.0,976.0,985.0,475.0,579.0,546.0,76.3
8,9,2018-11-11 18:52:05,2018-11-11 18:52:49,44,,8620.0,492.0,467.0,484.0,68628.0,65144.0,67587.0,22653.0,22632.0,22758.0,50.0,46.0,52.0,997.0,976.0,985.0,475.0,579.0,546.0,76.8
9,8,2018-11-11 18:52:50,2018-11-11 18:54:38,108,,9373.0,531.0,493.0,516.0,76454.0,71025.0,74372.0,22628.0,22595.0,22750.0,51.0,48.0,56.0,998.0,970.0,981.0,481.0,583.0,552.0,76.8
8,9,2018-11-11 18:54:39,2018-11-11 19:05:02,623,,8636.0,506.0,456.0,474.0,70612.0,63614.0,66128.0,22760.0,22657.0,22771.0,50.0,43.0,56.0,999.0,972.0,976.0,502.0,583.0,552.0,77.3
9,8,2018-11-11 19:05:03,2018-11-11 19:06:19,76,,9125.0,535.0,497.0,505.0,76942.0,71557.0,72756.0,22638.0,22557.0,22641.0,53.0,45.0,56.0,999.0,984.0,976.0,527.0,583.0,551.0,77.3
8,9,2018-11-11 19:06:20,2018-11-11 19:07:11,51,,8388.0,499.0,464.0,475.0,69613.0,64782.5,66331.5,22645.0,22633.0,22687.0,51.0,44.0,53.0,999.0,985.0,980.0,527.0,583.0,551.0,77.3
9,8,2018-11-11 19:07:12,2018-11-11 19:12:11,299,,8976.0,534.0,497.0,509.0,76898.0,71584.0,73389.0,22568.0,22524.0,22613.0,52.0,45.0,55.0,999.0,985.0,980.0,532.0,589.0,556.0,77.8
8,9,2018-11-11 19:12:12,2018-11-11 19:30:59,1127,,8664.0,491.0,475.0,469.0,68491.0,66333.0,65543.0,22708.0,22727.0,22804.0,53.0,45.0,51.0,994.0,990.0,975.0,532.0,590.0,488.0,78.4
9,10,2018-11-11 19:31:00,2018-11-11 19:31:34,34,,10165.0,491.0,474.0,475.5,70716.0,68242.0,68440.0,22600.0,22631.0,22701.0,57.0,50.0,57.0,977.0,955.0,949.0,593.5,662.5,536.0,78.4
10,9,2018-11-11 19:31:35,2018-11-11 22:41:07,11372,,9993.0,522.0,520.0,529.0,77755.0,77434.0,78872.5,22622.0,22588.0,22794.0,57.0,54.0,55.0,985.0,979.0,984.0,666.0,768.0,615.0,81.0
9,10,2018-11-11 22:41:08,2018-11-11 22:53:34,746,,9729.0,495.0,496.0,495.0,71258.0,71453.0,71369.0,22597.0,22625.0,22684.0,57.0,50.0,55.0,984.0,970.0,965.0,630.0,594.0,610.0,80.5
10,9,2018-11-11 22:53:35,2018-11-11 23:01:27,472,,10813.0,526.0,514.0,524.0,78387.0,76780.0,78044.0,22465.0,22491.0,22563.0,58.0,52.0,58.0,979.0,955.0,960.0,616.0,594.0,597.0,80.4
9,8,2018-11-11 23:01:29,2018-11-11 23:40:06,2317,,10342.0,488.0,480.0,501.0,70235.0,69230.0,72164.0,22588.0,22571.0,22735.5,54.0,53.0,56.0,968.0,942.0,966.0,598.0,585.0,573.0,79.4
8,7,2018-11-11 23:40:07,2018-11-11 23:41:22,75,,9924.0,479.0,437.0,444.0,66777.0,60958.0,61916.0,22946.0,22869.0,22949.0,54.0,47.0,63.0,992.0,902.0,934.0,570.0,539.0,558.0,79.4
7,8,2018-11-11 23:41:23,2018-11-11 23:47:11,348,,9170.0,449.0,417.0,430.0,60681.0,56371.0,57970.0,22849.0,22791.0,22870.0,50.0,46.0,57.0,988.0,925.0,950.0,569.0,539.0,615.0,78.4
8,7,2018-11-11 23:47:12,2018-11-12 00:04:41,1049,,9525.0,465.0,460.0,486.0,64871.0,64179.0,67814.0,22618.0,22607.0,22783.0,50.0,51.0,53.0,979.0,939.0,979.0,569.0,539.0,613.0,77.3
7,8,2018-11-12 00:04:42,2018-11-12 00:10:32,350,,9250.0,430.0,416.0,447.0,58194.0,56246.0,60504.0,22800.5,22757.0,22897.5,48.0,51.0,54.0,972.0,920.0,971.0,569.0,553.0,605.0,77.6
8,7,2018-11-12 00:10:33,2018-11-12 00:10:54,21,,9848.0,471.0,452.0,475.0,65783.0,63099.0,66285.0,22704.0,22682.0,22787.0,51.0,50.0,56.0,978.0,928.0,962.0,569.0,553.0,605.0,77.3
7,8,2018-11-12 00:10:55,2018-11-12 00:11:11,16,,9220.5,440.0,421.5,442.0,59491.0,56971.0,59779.0,22782.0,22765.0,22859.0,49.0,48.0,54.0,978.0,929.0,961.5,569.0,553.0,605.0,77.3
8,7,2018-11-12 00:11:12,2018-11-12 00:18:03,411,,9971.5,476.0,450.0,471.0,66372.0,62803.0,65708.0,22742.0,22735.0,22805.5,52.0,49.0,57.0,980.0,925.0,955.0,569.0,553.0,598.0,77.3
7,8,2018-11-12 00:18:04,2018-11-12 00:18:29,25,,9404.0,445.0,412.0,428.0,60123.0,55713.0,57871.0,22829.0,22838.0,22881.0,51.0,46.0,57.0,982.0,914.0,942.0,569.0,553.0,598.0,77.3
8,7,2018-11-12 00:18:30,2018-11-12 00:20:11,101,,10150.0,478.0,442.0,457.0,66718.0,61678.0,63807.0,22746.0,22770.0,22821.0,53.0,48.0,60.0,981.0,911.0,938.0,569.0,553.0,598.0,76.7
7,8,2018-11-12 00:20:12,2018-11-12 00:35:58,946,,9255.0,444.0,430.5,432.0,60043.0,58246.0,58391.0,22767.5,22798.0,22908.0,52.0,46.0,52.0,981.0,937.0,963.0,569.0,553.0,598.0,75.8
8,9,2018-11-12 00:35:59,2018-11-12 00:43:39,460,,8648.0,489.0,473.0,455.0,68184.0,66048.0,63491.0,22546.0,22560.0,22623.0,54.0,43.0,52.0,995.0,992.0,961.0,557.0,556.0,591.0,75.2
9,10,2018-11-12 00:43:40,2018-11-12 01:34:57,3077,,9241.0,523.0,500.0,507.0,75278.5,72084.0,73096.0,22592.0,22578.0,22682.0,54.0,47.0,54.0,996.0,983.0,978.0,504.0,556.0,448.0,77.3
10,11,2018-11-12 01:34:58,2018-11-12 02:44:35,4177,,9263.0,528.0,523.0,548.0,78618.0,77855.0,81627.0,22484.0,22453.0,22618.0,53.0,53.0,54.0,995.0,984.0,995.0,589.0,739.0,528.0,82.0
11,10,2018-11-12 02:44:36,2018-11-12 02:46:44,128,,10245.5,541.0,544.0,549.0,83307.0,84125.0,84725.0,22297.5,22292.0,22431.0,59.0,54.0,57.0,988.0,978.0,980.0,679.0,723.0,622.0,82.0
10,11,2018-11-12 02:46:45,2018-11-12 02:49:53,188,,8726.0,525.0,520.0,542.0,78197.0,77389.0,80690.0,22430.0,22394.0,22553.0,54.0,51.0,54.0,999.0,989.0,997.0,707.0,715.0,644.0,82.0
11,10,2018-11-12 02:49:54,2018-11-12 02:50:10,16,,9939.0,541.0,542.5,566.0,83424.0,83723.5,88004.5,22415.0,22423.0,22588.0,55.0,56.0,57.0,991.0,976.5,994.0,723.0,760.0,659.0,82.0
10,9,2018-11-12 02:50:11,2018-11-12 04:17:11,5220,,9565.0,523.0,518.0,541.0,77888.5,77178.0,80684.0,22503.0,22505.0,22718.5,54.0,53.0,55.0,996.0,976.0,994.0,664.0,687.0,638.0,82.0
9,10,2018-11-12 04:17:12,2018-11-12 04:21:18,246,,9590.0,472.0,483.0,501.0,68029.0,69514.0,72230.0,22456.0,22524.0,22700.0,54.0,54.0,53.0,974.0,961.0,988.0,626.0,565.0,581.0,80.9
10,9,2018-11-12 04:21:19,2018-11-12 05:33:53,4354,,10749.0,520.0,521.0,538.0,77434.0,77608.5,80102.0,22433.0,22448.0,22590.0,56.0,54.0,56.0,973.0,952.0,970.0,582.0,507.0,539.0,81.0
9,8,2018-11-12 05:33:54,2018-11-12 06:34:37,3643,,10774.0,492.0,489.0,503.0,70779.0,70392.0,72528.0,22587.0,22543.0,22684.0,55.0,54.0,54.0,957.0,933.0,961.0,497.0,473.0,527.0,80.4
8,9,2018-11-12 06:34:38,2018-11-12 06:53:12,1114,,9132.0,491.0,495.0,415.0,68482.0,69116.0,57884.0,22548.0,22583.0,22576.0,54.0,44.0,47.0,983.0,992.0,913.0,497.0,472.0,359.0,75.1
9,10,2018-11-12 06:53:13,2018-11-12 07:14:38,1285,,9084.5,511.0,513.0,510.0,73657.0,73777.0,73527.0,22282.0,22304.0,22394.0,54.0,48.0,50.0,985.0,989.0,987.0,384.0,602.0,351.0,77.2
10,9,2018-11-12 07:14:39,2018-11-12 08:31:30,4611,,10386.0,535.0,510.0,532.0,79682.0,75980.0,79310.5,22694.0,22626.0,22761.0,56.0,54.0,57.0,981.0,966.0,975.0,548.0,824.0,388.0,80.4
9,10,2018-11-12 08:31:31,2018-11-12 08:36:47,316,,8899.0,478.0,492.0,523.0,68826.0,70884.0,75338.0,22662.0,22595.0,22742.0,53.0,55.0,48.0,978.0,987.0,999.0,605.0,834.0,437.0,80.9
10,9,2018-11-12 08:36:48,2018-11-12 08:56:09,1161,,10204.0,517.0,500.0,526.0,76993.0,74483.0,78441.0,22620.0,22566.0,22722.0,56.0,55.0,56.0,979.0,965.0,978.0,606.0,839.0,472.0,80.4
9,8,2018-11-12 08:56:10,2018-11-12 08:56:38,28,,9332.0,499.0,471.0,505.0,71718.0,67719.0,72585.0,22694.0,22650.0,22810.0,53.0,52.0,56.0,992.0,966.0,983.0,606.0,802.0,475.0,80.4
8,7,2018-11-12 08:56:39,2018-11-12 08:56:56,17,,8797.0,469.0,441.0,475.0,65485.0,61510.0,66294.0,22759.0,22708.0,22876.0,51.0,50.0,55.0,992.0,964.0,983.0,606.0,802.0,475.0,81.0
7,6,2018-11-12 08:56:57,2018-11-12 08:57:03,6,,8456.5,451.5,429.5,464.0,61033.0,58374.0,63013.0,22743.0,22710.5,22888.0,50.0,49.5,53.0,990.5,969.0,988.0,606.0,802.0,475.0,80.9
6,5,2018-11-12 08:57:04,2018-11-12 08:57:31,27,,7178.0,390.0,384.0,414.0,51312.5,50503.5,54454.0,22434.0,22420.0,22619.0,46.0,47.0,48.0,988.0,975.0,994.0,606.0,802.0,475.0,80.9
5,4,2018-11-12 08:57:32,2018-11-12 08:58:01,29,,6134.0,360.0,354.0,381.0,45780.0,45047.0,48475.0,22482.0,22457.0,22655.0,43.0,43.0,43.0,997.0,991.0,998.0,589.0,783.0,457.0,80.9
4,5,2018-11-12 08:58:02,2018-11-12 09:00:27,145,,4538.0,342.0,356.0,373.0,42334.0,44047.0,46225.0,22600.0,22599.0,22792.0,39.0,40.0,39.0,996.0,999.0,982.0,566.0,724.0,448.0,80.4
5,4,2018-11-12 09:00:28,2018-11-12 09:16:08,940,,4943.0,370.0,389.0,406.0,47147.0,49519.0,51754.0,22494.0,22524.0,22681.0,41.0,42.0,40.0,998.0,999.0,981.0,542.0,671.0,437.0,76.7
4,5,2018-11-12 09:16:09,2018-11-12 09:16:31,22,,4014.0,357.0,362.0,376.0,44190.0,44885.0,46517.0,22579.5,22590.0,22734.0,40.0,37.0,39.0,984.0,992.0,978.0,499.0,608.5,424.0,75.2
5,6,2018-11-12 09:16:32,2018-11-12 10:42:19,5147,,4868.0,380.0,395.0,416.0,48465.0,50356.0,53004.0,22555.0,22580.0,22748.0,41.0,41.0,41.0,993.0,999.0,980.0,493.0,536.0,435.0,73.0
6,7,2018-11-12 10:42:20,2018-11-12 12:07:09,5089,,4289.0,453.0,447.0,451.0,59496.5,58619.0,59261.0,22378.0,22374.0,22529.0,42.0,38.0,40.0,968.0,973.0,977.0,262.0,389.0,301.0,72.9
7,8,2018-11-12 12:07:10,2018-11-12 12:10:31,201,,5230.0,454.0,463.0,486.0,61758.5,62864.0,65772.0,22075.0,22132.0,22339.0,43.0,41.0,43.0,984.5,997.0,977.0,327.0,473.0,383.0,73.8
8,9,2018-11-12 12:10:32,2018-11-12 12:11:45,73,,7275.0,479.0,479.0,506.0,66784.0,66686.0,70627.0,21992.0,21998.0,22215.0,46.0,46.0,47.0,999.0,992.0,999.0,432.0,520.0,434.0,74.3
9,10,2018-11-12 12:11:46,2018-11-12 12:18:54,428,,9626.5,482.0,462.0,493.5,69468.0,66607.5,71216.0,22065.0,22075.0,22193.0,52.0,51.0,54.0,977.0,939.0,972.0,486.0,562.0,475.0,75.3
10,9,2018-11-12 12:18:55,2018-11-12 12:47:27,1712,,11338.0,485.0,460.0,501.0,72308.5,68465.0,74565.0,22209.5,22167.0,22318.5,56.0,61.0,62.0,940.0,882.0,945.0,520.0,553.0,499.0,76.7
9,10,2018-11-12 12:47:28,2018-11-12 12:57:22,594,,10180.0,462.0,462.0,507.0,66523.0,66522.0,73025.0,22169.0,22148.0,22333.0,51.0,58.0,54.0,946.0,920.0,980.0,514.0,490.0,517.0,76.3
10,9,2018-11-12 12:57:23,2018-11-12 13:05:57,514,,11296.0,491.0,479.0,506.0,73344.0,71353.5,75302.0,22143.0,22111.0,22270.0,57.0,56.5,57.0,949.5,904.0,941.0,515.0,490.0,507.0,76.3
9,10,2018-11-12 13:05:58,2018-11-12 13:07:37,99,,10075.0,483.0,469.0,500.0,69623.0,67532.0,71936.0,22266.0,22221.0,22380.0,53.0,52.0,56.0,975.0,929.0,966.0,569.0,509.0,549.0,76.3
10,9,2018-11-12 13:07:38,2018-11-12 13:08:57,79,,11040.5,524.0,491.0,512.0,78167.5,73351.0,76302.5,22285.0,22223.0,22320.0,57.0,51.0,61.5,981.0,917.5,941.0,569.0,509.0,549.0,76.3
9,8,2018-11-12 13:08:58,2018-11-12 13:13:42,284,,10807.5,464.5,455.0,454.0,66868.0,65464.0,65408.0,22409.5,22394.0,22472.0,59.0,52.0,60.0,949.0,905.0,913.0,569.0,510.0,549.0,76.4
8,7,2018-11-12 13:13:43,2018-11-12 13:14:29,46,,10214.0,430.0,396.0,420.0,60233.0,55173.0,58400.0,22602.0,22537.0,22652.0,53.0,55.0,63.0,954.0,854.0,925.0,568.0,510.0,550.0,75.9
7,8,2018-11-12 13:14:30,2018-11-12 13:16:42,132,,9449.0,411.0,373.0,386.0,55631.0,50592.5,52434.0,22637.0,22563.0,22678.0,52.0,50.0,61.0,968.0,861.0,920.0,568.0,510.0,608.0,75.4
8,9,2018-11-12 13:16:43,2018-11-12 13:20:18,215,,9678.0,447.0,445.0,447.0,62319.0,62174.0,62434.0,22392.0,22390.0,22474.5,54.0,50.0,54.0,961.0,940.0,948.0,568.0,510.0,600.0,74.8
9,8,2018-11-12 13:20:19,2018-11-12 14:40:54,4835,,10792.0,490.0,495.0,501.0,70542.0,71373.0,72135.0,22767.0,22753.0,22915.0,55.0,52.0,56.0,960.0,938.0,955.0,551.0,513.0,600.0,76.4
8,7,2018-11-12 14:40:55,2018-11-12 14:44:41,226,,10349.5,420.0,452.0,444.0,58589.0,63056.0,62046.5,22786.5,22875.0,23021.0,59.0,57.0,52.0,908.5,937.0,942.0,538.0,607.0,695.0,76.5
7,8,2018-11-12 14:44:42,2018-11-12 14:53:26,524,,9591.0,413.0,421.0,431.0,55836.0,56885.0,58284.0,23031.0,23037.0,23208.0,53.0,54.0,52.0,943.0,930.0,963.0,558.0,614.0,738.0,75.9
8,9,2018-11-12 14:53:27,2018-11-12 14:58:30,303,,9865.0,464.0,466.0,467.0,64729.0,64946.0,65237.0,22974.0,22946.0,23102.0,54.0,51.0,54.0,971.0,951.0,965.0,560.0,615.0,738.0,75.4
9,8,2018-11-12 14:58:31,2018-11-12 15:14:14,943,,9150.5,513.0,513.0,502.0,73967.0,73885.0,72261.0,22754.0,22754.0,22870.0,54.0,49.0,53.0,992.0,988.0,986.0,557.0,614.0,732.0,76.4
8,7,2018-11-12 15:14:15,2018-11-12 15:14:35,20,,8400.0,478.0,475.0,468.0,66628.0,66288.5,65365.0,22692.5,22720.0,22824.0,52.0,47.0,51.0,994.0,988.0,989.0,554.0,625.0,732.0,76.5
7,6,2018-11-12 15:14:36,2018-11-12 15:30:12,936,,6632.0,473.0,467.0,458.0,63948.5,63191.0,62035.0,22731.0,22706.5,22849.0,48.0,42.0,45.0,999.0,998.0,998.0,460.0,542.0,516.0,76.4
6,5,2018-11-12 15:30:13,2018-11-12 15:30:24,11,,5538.0,449.0,429.0,440.0,58861.0,56165.0,57794.0,22794.0,22705.0,22924.0,45.0,38.0,44.0,984.0,996.0,999.0,426.0,497.0,465.0,76.4
5,6,2018-11-12 15:30:25,2018-11-12 15:34:19,234,,4342.0,415.0,411.0,413.0,52827.0,52411.0,52590.0,22860.5,22814.0,23014.0,42.0,37.0,41.0,974.0,982.0,985.0,321.0,442.0,392.5,76.4
6,7,2018-11-12 15:34:20,2018-11-12 15:34:39,19,,4630.0,449.0,445.0,446.0,58985.0,58420.0,58602.0,22782.0,22750.0,22926.0,43.0,39.0,42.0,974.0,981.0,984.0,291.0,441.0,392.0,76.4
7,6,2018-11-12 15:34:40,2018-11-12 15:35:31,51,,4977.5,486.0,480.0,482.0,65667.5,64929.5,65199.0,22708.5,22712.5,22859.0,45.0,40.0,44.0,974.0,982.0,984.0,291.0,440.0,391.0,76.4
6,7,2018-11-12 15:35:32,2018-11-12 15:36:03,31,,4691.0,452.0,448.0,450.0,59226.0,58647.0,58926.0,22889.0,22884.0,23014.0,43.0,39.0,42.0,974.0,982.0,984.0,291.0,439.0,390.0,76.4
7,6,2018-11-12 15:36:04,2018-11-12 15:37:18,74,,5040.0,484.0,487.0,485.0,65458.0,65875.0,65646.0,23048.0,22668.0,22961.0,45.0,41.0,44.0,975.0,979.0,987.0,291.0,439.0,389.0,76.4
6,7,2018-11-12 15:37:19,2018-11-12 15:40:25,186,,4696.0,450.0,450.0,449.0,59079.0,59110.0,59009.0,23051.0,22791.0,23024.0,43.0,39.0,43.0,974.0,979.0,986.0,289.0,436.0,386.0,76.5
7,6,2018-11-12 15:40:26,2018-11-12 15:51:45,679,,5016.0,485.0,483.0,481.0,65553.0,65261.0,65139.0,22832.0,22651.0,22927.0,45.0,41.0,44.0,974.0,980.0,987.0,288.0,435.0,382.0,76.5
6,5,2018-11-12 15:51:46,2018-11-12 15:52:13,27,,4707.0,452.0,450.0,448.0,59256.0,59007.0,58764.0,22983.0,22807.0,23128.0,44.0,39.0,42.0,973.0,980.0,987.0,288.0,434.0,380.0,76.5
5,4,2018-11-12 15:52:14,2018-11-12 15:52:58,44,,4379.0,418.0,416.0,414.0,53296.0,53012.0,52836.0,23080.0,22923.0,23212.0,42.0,38.0,41.0,973.0,980.0,987.0,288.0,434.0,380.0,76.5
4,3,2018-11-12 15:52:59,2018-11-12 15:57:07,248,,4108.0,389.0,386.0,386.0,48133.0,47826.5,47748.5,23293.0,23165.0,23397.0,41.0,36.0,40.0,974.0,980.0,986.0,284.0,433.0,378.0,76.5
